t    x     y    deg 
19.402   0.00   0.00   0.00 
19.602   0.00   0.00   0.00 
19.802   0.00   0.00   0.00 
20.002   0.00   0.00   0.00 
20.202   0.00   0.00   0.00 
20.402   0.00   0.00   0.00 
20.602   0.00   0.00   0.00 
20.802   0.00   0.00   0.00 
21.002   0.00   0.00   0.00 
21.202   0.00   0.00   0.00 
21.402   0.00   0.00   0.00 
21.602   0.00   0.00   0.00 
21.802   0.00   0.00   0.00 
22.002   0.00   0.00   0.00 
22.202   0.00   0.00   0.00 
22.402   0.00   0.00   0.00 
22.602   0.00   0.00   0.00 
22.802   0.00   0.00   0.00 
23.002   0.00   0.00   0.00 
23.202   0.00   0.00   0.00 
23.402   0.00   0.00   0.00 
23.602   0.00   0.00   0.00 
23.802   0.00   0.00   0.00 
24.002   0.00   0.00   0.00 
24.202   0.00   0.00   0.00 
24.402   0.00   0.00   0.00 
24.602   0.00   0.00   0.00 
24.802   0.00   0.00   0.00 
25.002   0.00   0.00   0.00 
25.202   0.00   0.00   0.00 
25.402   0.00   0.00   0.00 
25.602   0.00   0.00   0.00 
25.802   0.00   0.00   0.00 
26.002   0.00   0.00   0.00 
26.202   0.00   0.00   0.00 
26.402   0.00   0.00   0.00 
26.602   0.00   0.00   0.00 
26.802   0.00   0.00   0.00 
27.002   0.00   0.00   0.00 
27.202   0.00   0.00   0.00 
27.402   0.00   0.00   0.00 
27.602   0.00   0.00   0.00 
27.802   0.00   0.00   0.00 
28.002   0.00   0.00   0.00 
28.202   0.00   0.00   0.00 
28.402   0.00   0.00   0.00 
28.602   0.00   0.00   0.00 
28.802   0.00   0.00   0.00 
29.002   0.00   0.00   0.00 
29.202   0.00   0.00   0.00 
29.402   0.00   0.00   0.00 
29.602   0.00   0.00   0.00 
29.802   0.00   0.00   0.00 
30.002   0.00   0.00   0.00 
30.202   0.00   0.00   0.00 
30.402   0.00   0.00   0.00 
30.602   0.00   0.00   0.00 
30.802   0.00   0.00   0.00 
31.002   0.00   0.00   0.00 
31.202   0.00   0.00   0.00 
31.402   0.00   0.00   0.00 
31.602   0.00   0.00   0.00 
31.802   0.00   0.00   0.00 
32.002   0.00   0.00   0.00 
32.202   0.00   0.00   0.00 
32.402   0.00   0.00   0.00 
32.602   0.00   0.00   0.00 
32.802   0.00   0.00   0.00 
33.002   0.00   0.00   0.00 
33.202   0.00   0.00   0.00 
33.402   0.00   0.00   0.00 
33.602   0.00   0.00   0.00 
33.802   0.00   0.00   0.00 
34.002   0.00   0.00   0.00 
34.202   0.00   0.00   0.00 
34.402   0.00   0.00   0.00 
34.602   0.00   0.00   0.00 
34.802   0.00   0.00   0.00 
35.002   0.00   0.00   0.00 
35.202   0.00   0.00   0.00 
35.402   0.00   0.00   0.00 
35.602   0.00   0.00   0.00 
35.802   0.00   0.00   0.00 
36.002   0.00   0.00   0.00 
36.202   0.00   0.00   0.00 
36.402   0.00   0.00   0.00 
36.602   0.00   0.00   0.00 
36.802   0.00   0.00   0.00 
37.002   0.00   0.00   0.00 
37.202   0.00   0.00   0.00 
37.402   0.00   0.00   0.00 
37.602   0.00   0.00   0.00 
37.802   0.00   0.00   0.00 
38.002   0.00   0.00   0.00 
38.202   0.00   0.00   0.00 
38.402   0.00   0.00   0.00 
38.602   0.00   0.00   0.00 
38.802   0.00   0.00   0.00 
39.002   0.00   0.00   0.00 
39.202   0.00   0.00   0.00 
39.402   0.00   0.00   0.00 
39.602   0.00   0.00   0.00 
39.802   0.00   0.00   0.00 
40.002   0.00   0.00   0.00 
40.202   0.00   0.00   0.00 
40.402   0.00   0.00   0.00 
40.602   0.00   0.00   0.00 
40.802   0.00   0.00   0.00 
41.002   0.00   0.00   0.00 
41.202   0.00   0.00   0.00 
41.402   0.00   0.00   0.00 
41.602   0.00   0.00   0.00 
41.802   0.00   0.00   0.00 
42.002   0.00   0.00   0.00 
42.202   0.00   0.00   0.00 
42.402   0.00   0.00   0.00 
42.602   0.00   0.00   0.00 
42.802   0.00   0.00   0.00 
43.002   0.00   0.00   0.00 
43.202   0.00   0.00   0.00 
43.402   0.00   0.00   0.00 
43.602   0.00   0.00   0.00 
43.802   0.00   0.00   0.00 
